索引路径：[根节点] | 层级0 | 名称： | 类型：其他(50030) | 可用：1
          索引路径：[0][1][1][2][3] | 层级5 | 名称：天气:多云,点击查看详情 | 类型：其他(50000) | 可用：1
            索引路径：[0][1][1][2][3][0] | 层级6 | 名称： | 类型：其他(50006) | 可用：1
            索引路径：[0][1][1][2][3][1] | 层级6 | 名称：多云 | 类型：其他(50020) | 可用：1
      索引路径：[0][1][2] | 层级3 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][2][0] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
          索引路径：[0][1][2][0][0] | 层级5 | 名称： | 类型：其他(50021) | 可用：1
            索引路径：[0][1][2][0][0][0] | 层级6 | 名称： | 类型：其他(50026) | 可用：1
              索引路径：[0][1][2][0][0][0][0] | 层级7 | 名称：消息 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][0][1] | 层级7 | 名称：联系人 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][0][2] | 层级7 | 名称：空间 | 类型：其他(50000) | 可用：1
                索引路径：[0][1][2][0][0][0][2][0] | 层级8 | 名称： | 类型：其他(50026) | 可用：1
                  索引路径：[0][1][2][0][0][0][2][0][0] | 层级9 | 名称： | 类型：其他(50026) | 可用：1
              索引路径：[0][1][2][0][0][0][3] | 层级7 | 名称：频道 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][0][4] | 层级7 | 名称：游戏 | 类型：其他(50000) | 可用：1
                索引路径：[0][1][2][0][0][0][4][0] | 层级8 | 名称： | 类型：其他(50026) | 可用：1
              索引路径：[0][1][2][0][0][0][5] | 层级7 | 名称：小程序 | 类型：其他(50000) | 可用：1
                索引路径：[0][1][2][0][0][0][5][0] | 层级8 | 名称： | 类型：其他(50026) | 可用：1
              索引路径：[0][1][2][0][0][0][6] | 层级7 | 名称：腾讯文档 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][0][7] | 层级7 | 名称：QQ游戏 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][0][8] | 层级7 | 名称：更多 | 类型：其他(50000) | 可用：1
                索引路径：[0][1][2][0][0][0][8][0] | 层级8 | 名称： | 类型：其他(50026) | 可用：1
                  索引路径：[0][1][2][0][0][0][8][0][0] | 层级9 | 名称： | 类型：其他(50026) | 可用：1
                    索引路径：[0][1][2][0][0][0][8][0][0][0] | 层级10 | 名称： | 类型：其他(50026) | 可用：1
                      索引路径：[0][1][2][0][0][0][8][0][0][0][0] | 层级11 | 名称： | 类型：其他(50006) | 可用：1
            索引路径：[0][1][2][0][0][1] | 层级6 | 名称：邮箱 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][1][0] | 层级7 | 名称： | 类型：其他(50026) | 可用：1
                索引路径：[0][1][2][0][0][1][0][0] | 层级8 | 名称：邮箱 | 类型：其他(50000) | 可用：1
                  索引路径：[0][1][2][0][0][1][0][0][0] | 层级9 | 名称： | 类型：其他(50006) | 可用：1
            索引路径：[0][1][2][0][0][2] | 层级6 | 名称：我的手机 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][2][0] | 层级7 | 名称：我的手机 | 类型：其他(50000) | 可用：1
                索引路径：[0][1][2][0][0][2][0][0] | 层级8 | 名称： | 类型：其他(50006) | 可用：1
            索引路径：[0][1][2][0][0][3] | 层级6 | 名称：更多 | 类型：其他(50000) | 可用：1
              索引路径：[0][1][2][0][0][3][0] | 层级7 | 名称： | 类型：其他(50026) | 可用：1
                索引路径：[0][1][2][0][0][3][0][0] | 层级8 | 名称： | 类型：其他(50026) | 可用：1
                  索引路径：[0][1][2][0][0][3][0][0][0] | 层级9 | 名称：更多 | 类型：其他(50000) | 可用：1
                    索引路径：[0][1][2][0][0][3][0][0][0][0] | 层级10 | 名称： | 类型：其他(50006) | 可用：1
            索引路径：[0][1][2][0][0][4] | 层级6 | 名称： | 类型：其他(50000) | 可用：1
      索引路径：[0][1][3] | 层级3 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][3][0] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
          索引路径：[0][1][3][0][0] | 层级5 | 名称： | 类型：其他(50026) | 可用：1
            索引路径：[0][1][3][0][0][0] | 层级6 | 名称： | 类型：其他(50026) | 可用：1
              索引路径：[0][1][3][0][0][0][0] | 层级7 | 名称： | 类型：其他(50026) | 可用：1
                索引路径：[0][1][3][0][0][0][0][0] | 层级8 | 名称： | 类型：其他(50006) | 可用：1
                索引路径：[0][1][3][0][0][0][0][1] | 层级8 | 名称：搜索 | 类型：其他(50004) | 可用：1
            索引路径：[0][1][3][0][0][1] | 层级6 | 名称：更多 | 类型：其他(50011) | 可用：1
              索引路径：[0][1][3][0][0][1][0] | 层级7 | 名称： | 类型：其他(50026) | 可用：1
                索引路径：[0][1][3][0][0][1][0][0] | 层级8 | 名称： | 类型：其他(50026) | 可用：1
                  索引路径：[0][1][3][0][0][1][0][0][0] | 层级9 | 名称： | 类型：其他(50006) | 可用：1
            索引路径：[0][1][3][0][0][2] | 层级6 | 名称： | 类型：其他(50026) | 可用：1
              索引路径：[0][1][3][0][0][2][0] | 层级7 | 名称： | 类型：其他(50026) | 可用：1
                索引路径：[0][1][3][0][0][2][0][0] | 层级8 | 名称：好友管理器 | 类型：其他(50000) | 可用：1
                  索引路径：[0][1][3][0][0][2][0][0][0] | 层级9 | 名称： | 类型：其他(50006) | 可用：1
              索引路径：[0][1][3][0][0][2][1] | 层级7 | 名称：通知列表 | 类型：其他(50032) | 可用：1
                索引路径：[0][1][3][0][0][2][1][0] | 层级8 | 名称：好友通知 | 类型：其他(50000) | 可用：1
                  索引路径：[0][1][3][0][0][2][1][0][0] | 层级9 | 名称： | 类型：其他(50026) | 可用：1
                    索引路径：[0][1][3][0][0][2][1][0][0][0] | 层级10 | 名称：好友通知 | 类型：其他(50020) | 可用：1
                    索引路径：[0][1][3][0][0][2][1][0][0][1] | 层级10 | 名称： | 类型：其他(50006) | 可用：1
                索引路径：[0][1][3][0][0][2][1][1] | 层级8 | 名称：群通知 | 类型：其他(50000) | 可用：1
                  索引路径：[0][1][3][0][0][2][1][1][0] | 层级9 | 名称： | 类型：其他(50026) | 可用：1
                    索引路径：[0][1][3][0][0][2][1][1][0][0] | 层级10 | 名称：群通知 | 类型：其他(50020) | 可用：1
                    索引路径：[0][1][3][0][0][2][1][1][0][1] | 层级10 | 名称： | 类型：其他(50006) | 可用：1
              索引路径：[0][1][3][0][0][2][2] | 层级7 | 名称： | 类型：其他(50026) | 可用：1
                索引路径：[0][1][3][0][0][2][2][0] | 层级8 | 名称： | 类型：其他(50018) | 可用：1
                  索引路径：[0][1][3][0][0][2][2][0][0] | 层级9 | 名称： | 类型：其他(50026) | 可用：1
                  索引路径：[0][1][3][0][0][2][2][0][1] | 层级9 | 名称：好友 | 类型：其他(50019) | 可用：1
                  索引路径：[0][1][3][0][0][2][2][0][2] | 层级9 | 名称：群聊 | 类型：其他(50019) | 可用：1
                索引路径：[0][1][3][0][0][2][2][1] | 层级8 | 名称： | 类型：其他(50026) | 可用：1
                  索引路径：[0][1][3][0][0][2][2][1][0] | 层级9 | 名称： | 类型：其他(50026) | 可用：1
                    索引路径：[0][1][3][0][0][2][2][1][0][0] | 层级10 | 名称：联系人列表 | 类型：其他(50032) | 可用：1
                      索引路径：[0][1][3][0][0][2][2][1][0][0][0] | 层级11 | 名称：我的设备 1 | 类型：其他(50000) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][0][0] | 层级12 | 名称： | 类型：其他(50006) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][0][1] | 层级12 | 名称：我的设备 | 类型：其他(50020) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][0][2] | 层级12 | 名称：1 | 类型：其他(50020) | 可用：1
                      索引路径：[0][1][3][0][0][2][2][1][0][0][1] | 层级11 | 名称：特别关心 0/0 | 类型：其他(50000) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][1][0] | 层级12 | 名称： | 类型：其他(50006) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][1][1] | 层级12 | 名称：特别关心 | 类型：其他(50020) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][1][2] | 层级12 | 名称：0/0 | 类型：其他(50020) | 可用：1
                      索引路径：[0][1][3][0][0][2][2][1][0][0][2] | 层级11 | 名称：我的好友 1/1 | 类型：其他(50000) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][2][0] | 层级12 | 名称： | 类型：其他(50006) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][2][1] | 层级12 | 名称：我的好友 | 类型：其他(50020) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][2][2] | 层级12 | 名称：1/1 | 类型：其他(50020) | 可用：1
                      索引路径：[0][1][3][0][0][2][2][1][0][0][3] | 层级11 | 名称：好盆友 3/3 | 类型：其他(50000) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][3][0] | 层级12 | 名称： | 类型：其他(50006) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][3][1] | 层级12 | 名称：好盆友 | 类型：其他(50020) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][3][2] | 层级12 | 名称：3/3 | 类型：其他(50020) | 可用：1
                      索引路径：[0][1][3][0][0][2][2][1][0][0][4] | 层级11 | 名称：群u 1/1 | 类型：其他(50000) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][4][0] | 层级12 | 名称： | 类型：其他(50006) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][4][1] | 层级12 | 名称：群u | 类型：其他(50020) | 可用：1
                        索引路径：[0][1][3][0][0][2][2][1][0][0][4][2] | 层级12 | 名称：1/1 | 类型：其他(50020) | 可用：1
        索引路径：[0][1][3][1] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
      索引路径：[0][1][4] | 层级3 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][4][0] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][4][1] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
          索引路径：[0][1][4][1][0] | 层级5 | 名称： | 类型：其他(50026) | 可用：1
          索引路径：[0][1][4][1][1] | 层级5 | 名称： | 类型：其他(50026) | 可用：1
            索引路径：[0][1][4][1][1][0] | 层级6 | 名称： | 类型：其他(50026) | 可用：1
            索引路径：[0][1][4][1][1][1] | 层级6 | 名称： | 类型：其他(50026) | 可用：1
              索引路径：[0][1][4][1][1][1][0] | 层级7 | 名称： | 类型：其他(50006) | 可用：1
            索引路径：[0][1][4][1][1][2] | 层级6 | 名称： | 类型：其他(50026) | 可用：1
      索引路径：[0][1][5] | 层级3 | 名称： | 类型：其他(50026) | 可用：1
      索引路径：[0][1][6] | 层级3 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][6][0] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][6][1] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][6][2] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
        索引路径：[0][1][6][3] | 层级4 | 名称： | 类型：其他(50026) | 可用：1
    索引路径：[0][2] | 层级2 | 名称： | 类型：其他(50026) | 可用：1
    索引路径：[0][3] | 层级2 | 名称： | 类型：其他(50006) | 可用：1
